"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사","개봉일스크린수","개봉일관객수","스크린수증가율"
"카운트다운",3630557000,471547,341,20958,"2011-09-29","(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마,액션","허종호","정재영,전도연,오만석,손상현,김홍재,조서희,신선희,조수영,김준원,오광록,박주원,최현수,최효상,박초롱,노남석,권혁준,고상우,김관수,김기만,이민영,김태성,권성국,김철수,오대환,오상호,배성우,김재화,정혜선,김광규,최종률,김강일,정만식,박혜진,위지웅","(주)영화사봄",338,33820,0.887573964497041
"카트",5928169433,814424,544,28591,"2014-11-13","(주)리틀빅픽쳐스","12세이상관람가","드라마","부지영","염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현,송지인,장리우,목규리,박수영,이창훈,천우희,박지연,박성연,이선희,이정은,김가영,이선주,정경섭,박혜진,김비비,최병윤,윤상훈","(주)명필름",533,101033,2.06378986866792
"캐치미",3396292000,494126,517,16864,"2013-12-18","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","이현종","김아중,주원,박은영,강남현,박태영,박호진,임우철,장원,신비감,조영헌,차승훈,이가경,이대수,최규호,이상훈,이성동,이성민,이정욱,이준규,이지연,이지영,김미나,김미라,김미숙,김소라,김영주,김초롱,김현아,김희정,배성우,유재명,김희원,이세랑,주석태,배진웅,이상훈,강덕중,차청화,김사희,유정호,이은채,박현우,정현국","(주)소넷엔터테인먼트,(주)스튜디오 산타클로스엔터테인먼트",393,29488,31.5521628498728
"커플즈",2705566500,360045,387,19564,"2011-11-02","(주)싸이더스","15세이상관람가","멜로/로맨스,코미디","정용기","공형진,김주혁,이윤지,이시영,오정세,강대영,조성걸,최정화,김형근,조달환,배슬기,조한철,김건우,정광재,최고운,이진,윤석진,정정숙,임동현,전수지,김지운,김응수","시오필름(주),(주)바른손이앤에이",325,18869,19.0769230769231
"코리아",13448848500,1872681,537,49679,"2012-05-03","(주)씨제이이엔엠","12세이상관람가","드라마","문현성","하지원,배두나,한예리,최윤영,박철민,김응수,오정세,이종석,박영서,박정학,허승,홍혜림,박지연,유영기,천우희,주영호,김재화,김원해,이한위,김인우,장리우,이주실,권태원,박지연,권은수,차청화,한사명,이정민,이언수","(주)더타워픽쳐스,(주)씨제이이엔엠,(주)웰메이드스타엠",536,68660,0.186567164179104
"퀴즈왕",4188846000,573001,321,23579,"2010-09-16","(주)시네마서비스","15세이상관람가","코미디","장진","김수로,한재석,이재용,송영창,류승룡,장영남,이지용,류덕환,손일준,조덕현,박준서,한상구,한수진,고성일,장진,이수영,김용구,이태웅,이종필,김병옥,이철민,김원해,이한위,이해영,심은경,윤주만,안민영,이상훈,이수빈","소란플레이먼트(주)",296,16061,8.44594594594595
"퀵",22960890000,3125069,514,60714,"2011-07-20","(주)씨제이이엔엠","15세이상관람가","코미디,액션","조범구","이새별,고창석,강예원,이민기,김인권,김원영,홍승록,박은영,조용진,김은옥,이건우,안상훈,배승리,권영빈,주승환,주영민,변상윤,김가을,김결,서태원,박다솜,이지호,최민서,윤소연,윤승현,임혜원,박상현,윤지민,최연주,정수인,김병철,이해인,김재화,이희준,오정세,전국환,유승목,윤제문,김소진,조경현,박지연,한사명","(주)제이케이필름,(주)씨제이이엔엠",473,65763,8.66807610993657
"크로싱",5651660500,898000,304,28099,"2008-06-26","(주)벤티지홀딩스","12세이상관람가","드라마","김태균","차인표,신명철,주다영,서영화,김민채,김경란,박정순,임홍식,홍성수,김나영,최상현,김재훈,이광원,장소연,전배수,손진호,조용준,진용욱,정민성","(주)캠프비",302,39422,0.662251655629139
"키다리 아저씨",2789824500,440850,121,11270,"2005-01-14","CJ ENM","12세관람가","드라마","공정식","하지원,연정훈,신이,김정난,정준하,손민경,조원경,권태근,변민지,강혜림,김부현,김덕진,민병훈,윤여송,정영주,양혜선,금보라,박은혜,현빈,오대규,정민성","웰메이드엔터테인먼트,(주)유빈픽쳐스",117,37356,3.41880341880342
"킹콩을 들다",8851802500,1262858,411,42633,"2009-07-01","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","드라마","박건용","이범수,조안,김민영,송재희,박준규,박진희,박찬희,김범식,김기준,이범렬,이범석,최규영,유나리,박기영,이희경,장미성,전병관,임동찬,임동철,최영주,이주일,이창호,이인자,이종희,변희봉,신정근,기주봉,우현,최희서,박지은","(주)알지엔터웍스,(주)씨엘엔터테인먼트",378,25215,8.73015873015873
"타워",37654858000,5181014,638,81147,"2012-12-25","(주)씨제이이엔엠","12세이상관람가","드라마","김지훈","설경구,손예진,김상경,김인권,도지한,안성기,이한위,김성오,송재호,차인표,박철민,조민아,권현상,박정학,임경만,장혜리,조윤경,배진호,안용우,전배수,이창용,박영수,이주실,김수진,권태원,김응수,전국향,정인기","(주)씨제이이엔엠,(주)더타워픽쳐스",597,431704,6.86767169179229
"타짜",36181314700,5685521,492,76884,"2006-09-28","CJ ENM","18세관람가","드라마","최동훈","조승우,김혜수,백윤식,유해진,김응수,김상호,김윤석,주진모,이수경,김정난,조상건,서동수,백도빈,조상원,김의성,서종해,차지은,이석원,윤준호,최영준,오호진,김민경,김진묵,김정현,최재섭,허영만,오정세,김광규,장준녕,최종률,장원영,박명신,박수영,권태원,정인기,김자영","(주)싸이더스,(주)영화사참",322,136950,52.7950310559006
"타짜-신의 손",32373120927,4015361,890,80584,"2014-09-03","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","청소년관람불가","드라마","강형철","최승현,신세경,곽도원,유해진,김윤석,이하늬,김인권,이경영,고수희,오정세,박효주,백승찬,양성우,우민호,윤지환,이승원,이승훈,이영민,이원호,정동근,조연우,한준우,홍승철,황현서,김원영,김장미,문도선,이준혁,김새벽,배유람,안재홍,이동휘,김원해,최종률,고준,조경현,박수영,이성욱,송재룡,천우희,배진웅,윤경호,정다원,하성광,곽자형,곽수정,김민상,양도현,김종태,김송일","(주)싸이더스",768,201749,15.8854166666667
"타짜: 원 아이드 잭",19687029214,2229239,1429,66479,"2019-09-11","롯데컬처웍스(주)롯데엔터테인먼트","청소년관람불가","범죄,드라마","권오광","박정민,류승범,최유화,우현,윤제문,이광수,임지연,권해효,이창훈,오동민,장준휘,오혜원,여이레,이홍내,이상희,김예은,신문성,이윤상,유정호,남진복,박혁민,황재열,최원,임현성,서정연,이지훈,현봉식,최재현,오동민,김창환,오봄길,박경근,김형묵,유정호,김태준,유상훈,이택근,오경민,김철환,박규선,진모,류효정,오누리,박무영,이규호,지희제,박상규,김세인,홍주형,한동원,현오봉,이홍내,황재열,백예현,박지한,서승교,신민서,김종숙,권혁준,오태은,최남욱,김남훈,최현수,김준희,김성강,이무녕,남승화,박대성,윤영걸,황재명,이장원,이명엽,이정훈,차시연,노승은,김대한,곽기훈,고주선,서윤하,김진옥,김영희,김윤숙,김유영,최희영,정유준,김혜지,김성수,김태현,안상은,정세희,이시안,지수,안소미,김이슬,라일라,태지우,장규미,최윤빈,조기태,김창조,윤종인,노진영,방태현,임효진,김광수,원탐슬,김정남,이경수,김민광,박동훈,김주승,최명빈,홍예서,김희원,배유람,최재환,이창희,주진모,최동훈,김인애,박지은,윤금선아","(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",1345,332290,6.2453531598513
"탐정 : 더 비기닝",20463956973,2625686,764,54995,"2015-09-24","(주)씨제이이엔엠","15세이상관람가","코미디,범죄","김정훈","권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한,진용욱,한창현,민무제,윤경호,김태훈","(주)크리픽쳐스",486,50533,57.201646090535
"탐정 홍길동: 사라진 마을",11516170845,1430885,764,41076,"2016-05-04","(주)씨제이이엔엠","15세이상관람가","드라마,액션","조성희","이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용,김하나,고우림,이민웅,김영성,김동휘,강덕중,남정희,신재승","(주)영화사비단길",669,82893,14.2002989536622
"탐정: 리턴즈",26909514678,3152895,1137,107909,"2018-06-13","(주)씨제이이엔엠","15세이상관람가","코미디,범죄","이언희","권상우,성동일,이광수,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규,김연교,백인권,이상철","(주)크리픽쳐스",971,235184,17.0957775489186
"태극기 휘날리며",15687429500,2544986,115,22376,"2004-02-05","(주)다자인소프트,(주)쇼박스","15세관람가","전쟁,드라마","강제규","장동건,원빈,이은주,공형진,조원희,이장욱,이영란,정희준,박유신,김효열,김효준,최재혁,이건우,박태원,배상철,김범주,한선랑,이동혁,한재민,지중현,김대영,민지혁,이호천,임동빈,김재중,박성희,임성택,정승진,이정훈,오명준,이기수,김용현,이주원,이환희,장민호,정호빈,박길수,박동빈,안길강,김해곤,권태원,최교식,조운,전승재","강제규필름",74,63289,55.4054054054054
"태풍",22209675300,3471150,481,47155,"2005-12-14","CJ ENM","15세관람가","드라마,액션","곽경택","김혜정,김원진,이정재,이미연,추현경,장동건,허욱,신성일,김형찬,홍의정,김이호,나수원,박태호,김경환,김상용,민성주,민지환,박광설,유승권,박병렬,김철준,이주헌,이성근,최일화,박찬영,데이비드 맥기니스,손병욱,조운","CJ ENM",411,216648,17.0316301703163
"택시운전사",95871287649,12189654,1906,184200,"2017-08-02","(주)쇼박스","15세이상관람가","드라마","장훈","이수민,송강호,토마스 크레취만,유해진,류준열,박혁권,최귀화,이창섭,이호균,서정우,송병철,안용우,오석규,윤석진,이새별,이성호,이정은,이주영,황민형,김신웅,김진상,김화목,차순배,김대현,서현우,이봉련,홍완표,문광식,류성현,백인권,허정도,손경원,한사명,한이진","더램프(주)",1446,698088,31.8118948824343
"터널",57530028417,7120780,1105,113214,"2016-08-10","(주)쇼박스","12세이상관람가","드라마","김성훈","하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정,서현우,배유람,조현철,김수진,윤돈선,주석태,강신철,한성천,김승훈,이장유,이문석,양지수","(주)어나더썬데이,(주)비에이엔터테인먼트",820,379079,34.7560975609756
"통증",5246996000,700272,317,29211,"2011-09-07","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","멜로/로맨스,드라마","곽경택","정려원,권상우,김민욱,한민혁,서해림,임여문,정진수,이언수,김중탁,이미도,장영남,강민아,황성준,김사희,이언수","(주)트로피엔터테인먼트,(주)영화사축제,(주)미스터로맨스",304,25231,4.27631578947368
"투 가이즈",3584851500,568230,93,8311,"2004-07-09","쇼이스트(주)","15세관람가","코미디","박헌수","김성훈,차태현,박중훈,정환석,송남규,최정인,박한기,김병국,김경인,유소영,윤기호,김일환,정보름,이수나,김재훈,김창규,김용덕,한은정,이창용,박인환,지대한","(주)에스씨에스엔터테인먼트",93,43343,0
"투사부일체",31959686000,5074314,407,54339,"2006-01-19","CJ ENM","15세관람가","코미디","김동원","정준호,정웅인,김상중,김응수,임성민,박용식,최윤영,박은비,나현주,김동성,고은영,이배훈,박기연,김성근,유인나,이희석,일호,최선영,박민애,정다은,최영미,이송,최영진,최융환,김지헌,이혁수,춘자,이기열,강성필,장준녕,하동훈,이승연,한효주,최원","(주)시네마제니스",334,264298,21.8562874251497
"트럭",3730899000,550195,258,23432,"2008-09-25","(주)싸이더스","청소년관람불가","범죄,스릴러","권형진","유해진,진구,김준배,경규원,김하영,심재원,전동성,박창희,한성규,한수봉,김경민,김설우,박상현,박상현,임장환,김승태,이주한,박정학,최진호,장준녕,최종률,이양희,최교식,곽진석","(주)싸이더스",244,39171,5.73770491803279
"특별수사: 사형수의 편지",9932284065,1243065,691,39389,"2016-06-16","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,드라마","권종관","김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈,민진웅,홍기준,곽자형","(주)콘텐츠케이",675,75630,2.37037037037037
"특별시민",10494768945,1362634,1154,46377,"2017-04-26","(주)쇼박스","15세이상관람가","드라마","박인제","최민식,곽도원,심은경,문소리,라미란,류혜영,이기홍,진선규,권용덕,이주연,이준범,박지연,정병욱,정병진,신동필,정성호,신중혁,정연서,이상구,이상준,이수경,이영민,이윤희,이재현,홍윤기,마동석,서이숙,정재윤,강기영,이성우,강신철,박지연,김수안,이서환,서문호,이육헌,윤태희,이윤희,박보경,윤재인,신유람,김윤태","(주)팔레트픽처스",1154,186007,0
"특수본",8096052500,1118258,471,40881,"2011-11-24","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,범죄","황병국","우혜진,엄태웅,주원,정진영,성동일,이태임,김정태,송지현,신혜정,최현정,최형준,조재윤,조창훈,권영복,류지은,서민경,김경아,민정기,유성,유성재,김태희,곽혜진,윤미옥,박민정,구창모,장용철,장현정,박성규,최우형,유창숙,이태훈,김윤재,한국진,김영재,이희준,김수현,유승목,정만식,반민정,오희준,염동헌,김봉수,최교식,김남순,김태훈,이동진","(주)영화사수박",424,58276,11.0849056603774
"특종: 량첸살인기",4754763118,616481,776,31783,"2015-10-22","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","스릴러","노덕","조정석,이미숙,이하나,김의성,배성우,김대명,태인호,김수안,김기호,김민재,오주환,이정은,최병모,윤다경,이창훈,백현진,박기만,강재은","(주)매그넘나인,(주)뱅가드스튜디오",776,64516,0
"티끌모아 로맨스",2942253500,424002,323,19326,"2011-11-10","필라멘트픽쳐스","15세이상관람가","멜로/로맨스,코미디","김정환","한예슬,송중기,이상엽,신소율,조성일,김혜린,박정희,최화진,황지혜,조하영,황하나,한동희,최영인,오철민,한사명","(주)아이에이치큐,㈜인디스토리",265,44212,21.8867924528302
"파괴된 사나이",7692092100,1012310,363,31985,"2010-07-01","(주)시너지하우스 (시너지)","청소년관람불가","드라마,스릴러","우민호","김명민,엄기준,박주미,이병준,김소현,이경근,박지애,김병욱,김태호,최민서,이희주,임윤주,박수용,오민석,이나경,신현종,안서현,김응수,최광일","아이러브시네마,(주)아이필름홀딩스",326,66505,11.3496932515337
"파송송 계란탁",6292855500,1003026,155,21505,"2005-02-18","CJ ENM","15세관람가","코미디","오상훈","이인성,최무인,임창정,현경선,김량진,안희성,김혜란,신용극,김은자,최태춘,황지애,정필주,박혜원,임지혜,한명식,고영광,기은아,김가연,사공회,사공회,류진화,김경규,이솔지,김나미,이주민,오상훈,오상훈,이덕희,이재명,김우성,이정청,맹상훈,이금희,지대한,전국환,엄수정,정희태,심이영","(주)굿플레이어",147,63899,5.4421768707483
"파파",4000072000,587291,414,24768,"2012-02-01","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","가족,코미디","한지승","박용우,고아라,손병호,정명숙,최경선,성상배","상상필름(주)",313,25252,32.2683706070287
"파파로티",11826024000,1716438,552,53603,"2013-03-14","(주)쇼박스","15세이상관람가","드라마","윤종찬","한석규,이제훈,오달수,조진웅,강소라,이재용,채성원,홍준표,송원종,배성우,차종호,성유빈,이유준,정민성,김지석,이상훈,오창경,이상협","케이엠컬쳐㈜",541,59752,2.03327171903882
"판도라",36067171064,4584800,1184,100270,"2016-12-07","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,스릴러","박정우","김남길,안대겸,김영애,문정희,송영재,정진영,이경영,강신일,김대명,유승목,김주현,김명민,김동우,김선형,김승배,김영준,김재민,김정훈,김태영,김태현,김태훈,박기태,박선희,박준영,이경재,최우성,공정환,강민,지현준,주석태,정종열,송철호,김영웅,김태훈","(주)씨에이씨엔터테인먼트",1029,154652,15.0631681243926
"패션왕",4367545379,594871,523,25487,"2014-11-06","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","오기환","김다율(김아현),주원,김한나,최진리,안재현,박세영,김성오,윤혜빈,이대수,이상훈,이정연,이주영,이주희,이효재,정라엘,최우진,기안84,김성준,김승주,박상욱,배유람,이일화,이동휘,양흥주,민진웅,주민하,강덕중,이은채,김태훈,이수광,임영우,김성준,위지웅","주식회사 와이랩,(주)노마드필름",518,48348,0.965250965250965
"퍼펙트 게임",11220408500,1507084,413,42374,"2011-12-21","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","박희곤","조승우,양동근,최정원,임지훈,김동희,허형규,박용규,신준호,최지훈,조찬형,차현우,한준혁,박정수,박정식,박현용,안준석,안태운,권승현,주아영,김기홍,이만규,서상화,문용식,문종헌,이명자,장원석,민정기,원희,최대영,이상하,곽중훈,최민철,윤상일,최상호,김성태,구종률,이선진,이성수,오성진,김창후,박수진,박수환,최용규,최은,김우상,김지만,조진웅,장경아,김병옥,손병호,신현종,오정세,이병준,나윤성,최일화,공정환,최원영,김영민,박서준,이동진,곽병민","(주)동아수출공사,밀리언 스토리,(주)다세포클럽",395,33304,4.55696202531646
"퍼펙트맨",10311352770,1240022,894,50055,"2019-10-02","(주)쇼박스","15세이상관람가","코미디,드라마","용수","설경구,조진웅,허준호,진선규,김사랑,지승현,윤진영,권혁범,박보경,이호철,윤상화,김준희,소희정,이주원,박인수,김기무,박찬효,문호진,정찬훈,원인재,박건락,이태검,강성철,윤성원,홍석빈,이윤재,김선경,정형석,석보배,유인혜,김여진,김호준,이전익,하성훈,한동원,전정관,최지안,서정희,박재철,한태진,김두열,안상은,심완준,박소라,정태인,옥예린,진혁,장세원,허동수,신성일,정성훈,이지완,김동규,전세나,육은향,심혜연,오운환,선율우,최성,김대근,김선우,강윤혜,이정철,최기상,신범식,김민석,박진우,이유준","(주)맨필름,(주)쇼박스",894,77448,0
"페이스메이커",3443753000,467697,412,21875,"2012-01-18","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","김달중","김명민,안성기,고아라,최태준,조희봉,이엘,이동훈,권지민,최재웅,최윤성,유하복,조영진,이봉규,임종윤,정준원,곽자형,곽진석","(주)드림캡쳐,(주)에이트볼픽쳐스 ,(주)필통픽쳐스",360,22553,14.4444444444444
"평양성",12684530500,1717566,483,41860,"2011-01-27","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","전쟁,코미디,드라마","이준익","정진영,이문식,류승룡,윤제문,선우선,이광수,신정근,류승수,강하늘,정석용,한동학,박장호,김민상,김현찬,박종범,황인범,조철현,한재덕,이영수,김도한,최대성,김태훈,최민수,이석원,장무준,오승현,이광일,김지환,이현구,고은총,이대연,유하복,김강일,이원종,전원주,박용우,류승완,류담,김병만,황정민,원현준,이상훈,류성현","(주)영화사아침,(주)타이거픽쳐스",375,60590,28.8
"평행이론",6793066000,921111,265,32341,"2010-02-18","CJ ENM","15세이상관람가","스릴러,액션,드라마,미스터리","권호영","지진희,심호성,이종혁,하정우,윤세아,박병은,강동우,권정민,서강호,장원석,박경원,이훈재,박상혁,오성진,오현경,최은찬,신정만,박사랑,유하복,오지은,김태훈,김자영","(주)다세포클럽,CJ ENM",238,48594,11.3445378151261
"포화속으로",23831968600,3330326,742,80093,"2010-06-16","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마,전쟁","이재한","차승원,권상우,최승현,김승우,김혜성,신현탁,문재원,김득겸,신경선,추종범,홍성진,신성현,김윤성,장문석,김한준,황승현,김동윤,김동범,서승택,김경주,김대연,김규호,채호병,김태환,유승현,유영준,최민석,유한솔,윤승훈,장현근,이성문,정경일,윤진태,이세진,정재훈,정준혁,김정섭,김수형,김승환,이경현,이현종,고은총,이동훈,박진희,데이비드 맥기니스,남태부,강필선,진용욱,김호원,황유현,염혜란,백인권,위지웅","(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",602,126749,23.2558139534884
"표적",22256769300,2841828,716,72255,"2014-04-30","(주)씨제이이엔엠","15세이상관람가","액션,드라마","창","류승룡,유준상,이진욱,김성령,조여정,조은지,진구,강구현,배정현,서동필,임일규,정순태,홍성민,김동준,김대명,김영재,이현욱,장준녕,변상윤","(주)바른손이앤에이,(주)용필름",576,105838,24.3055555555556
"푸른소금",5739824500,771699,476,28346,"2011-08-31","(주)씨제이이엔엠","15세이상관람가","액션,드라마,멜로/로맨스","이현승","송강호,신세경,천정명,이종혁,김민준,윤여정,송민경,양기원,박지훈,남성훈,박병철,오영석,김진화,이종필,장영남,최덕문,조덕제,조영진,김뢰하,이솜,송재룡,김종구,한이진","(주)미디어앤시네마스튜디오블루",427,54996,11.4754098360656
"풍산개",5395201500,714136,286,19194,"2011-06-23","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마","전재홍","윤계상,김규리,박장면,김영훈,한기중,최무성,최석준,김재원,이혜성,유순철,유순철,진선규,김종수,배용근,유하복,박지선,김예나,김윤태,위지웅","(주)김기덕 필름",238,40493,20.1680672268908
"프리즌",23790276987,2931897,1047,89024,"2017-03-23","(주)쇼박스","청소년관람불가","범죄,액션","나현","한석규,김래원,정웅인,조재윤,신성록,곽민호,박영준,임경욱,장한승,신영진,지동주,윤세현,천재성,이상민,이수민,이용직,이재수,이정수,이정훈,홍도성,김성종,연송하,이재균,차엽,서호철,현봉식,김승훈,배명진,전배수,홍기준,권혁범,최현종,임용순,박중금,유정호,한이진,엄지만,이민혁","(주)큐로홀딩스",909,168336,15.1815181518152
"플라이 대디",2560456300,431231,220,12531,"2006-08-03","(주)시네마서비스,CJ ENM","12세관람가","드라마","최종태","이준기,이문식,김형일,김지훈,손은경,김소은,황인범,박진용,조현,김경재,김태환,최문섭,박석희,우수인,우현,이재용,조성하","(주)다인필름",220,57617,0
"플랜맨",4547866558,635740,458,20481,"2014-01-09","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","성시흡","정재영,한지민,박진우,박진주,서민석,성기욱,장윤희,신나라,양준모,오종환,오흥석,차성호,이경재,최민석,최병모,하재숙,이정연,이종원,이종현,이준호,김근영,김세호,김재현,김지영,김지훈,신정만,장광,박길수,유승목,남태부,차예련,최원영,윤경호,고우림","(주)영화사일취월장",458,54251,0
"피끓는 청춘",11688382888,1676040,679,36082,"2014-01-22","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,멜로/로맨스,드라마","이연우","박보영,이종석,이세영,김영광,신현탁,우혜영,장세준,박지영,손지훈,송정민,안지혜,정승호,윤보현,정현진,조유진,조현주,이경주,이덕화,최영,최현영,홍수정,이예진,이은정,이정아,김기철,김동준,김수정,김영,김종현,김지혜,김하경,박선주,박정민,라미란,여윤호,김광규,유하복,권해효,김희원,정재훈,윤원준,전수진,류성현,김도율,김정한","(주)담소필름",557,157026,21.903052064632
"하녀",17038639000,2267556,555,59621,"2010-05-13","(주)싸이더스","청소년관람불가","스릴러,멜로/로맨스","임상수","전도연,이정재,윤여정,서우,박지영,안서현,황정민,문소리,신재민,박지선,박지선,김지선,전신환","(주)싸이더스,(주)미로비젼",480,153013,15.625
"하루",9072737842,1129609,781,45808,"2017-06-15","CGV아트하우스","15세이상관람가","스릴러","조선호","김명민,변요한,유재명,조은형,신혜선,박정민,이승민,김영성,윤정로","(주)라인필름",672,77978,16.2202380952381
"하모니",21641865000,3018154,384,77732,"2010-01-28","CJ ENM","12세이상관람가","드라마","강대규","김윤진,김호연,나문희,강예원,이다희,장영남,박준면,정수영,손미희,정혜원,홍민기,김원영,신정원,김해용,박지연,서동현,박란,유정민,이효준,임채연,윤익준,윤정빈,박선희,오은미,정재민,염은하,최은찬,전수지,김양성,김현수,김재화,지성원,이승연,이선주,박혜진,차청화","(주)제이케이필름",360,97029,6.66666666666667
"하울링",11765293500,1612554,550,44753,"2012-02-16","(주)씨제이이엔엠","15세이상관람가","범죄,드라마","유하","송강호,배영한,이여진,이나영,박민규,이태리,임현성,정진,조은별,주영민,한민혁,이승현,이종혁,박정률,박진우,신정근,이민아,조영진,남보라,권태원,박선우,정민성,김경룡,김종구","오퍼스픽쳐스(유)",475,103979,15.7894736842105
"하이힐",2750311500,341634,385,16750,"2014-06-03","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","범죄,액션","장진","차승원,오정세,이솜,고경표,박성웅,박장진,가은희,박준영,장진,신성훈,정찬미,이도연,최성환,이상화,홍세라,이언정,홍희정,이윤경,이은영,이은지,이종원,김소연,김인호,김진주,민준호,박상우,송영창,김병옥,이엘,김원해,이해영,안길강,조복래,이용녀,이황의,허성태,정이랑,김응수,이동길,김민교,김예원,이은지,유준","(주)장차앤코",291,13936,32.3024054982818
"한반도",20597497600,3331593,483,49539,"2006-07-13","CJ ENM","15세관람가","드라마,액션","강우석","조재현,안성기,차인표,문성근,김응수,김광일,최종원,최정우,강신일,최창석,서강석,고정은,최동규,김성원,최병권,장문정,최연식,이승철,김영신,이윤주,백일섭,이미도,이한위,박길수,이승호,최일화,이칸희,조민준,권태원,이양희,류제승","(주)시네마서비스글로벌",420,175500,15
"해결사",13844624000,1843404,525,59325,"2010-09-09","(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브","15세이상관람가","액션,스릴러","권혁재","이영수,설경구,이정진,오달수,주진모,문정희,송새벽,김형주,황병국,서동필,김재민,박연정,김정팔,이영훈,이준규,이재인,이종석,박진우,이무생,조영진,한창현,원현준,권은수,이정민,김서원,박영서,이동진","(주)외유내강",498,76637,5.42168674698795
"해무(海霧)",11707382519,1475582,584,33491,"2014-08-13","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마","심성보","김윤석,박유천,한예리,이희준,문성근,김상호,유승목,이승태,이재성,김기태,김태엽,김태엽,윤제문,조덕제,기주봉,정대용,권병길,예수정,염혜란,허성태,정인기,김영웅,백인권,정현국","(주)해무,(주)루이스 픽쳐스",580,174827,0.689655172413793
"해바라기",7835485400,1305024,246,31879,"2006-11-23","(주)쇼박스","15세이상관람가","액션,드라마,가족,범죄","강석범","김원진,김래원,김해숙,허이재,김정태,이승희,이준원,홍은표,홍의정,박철호,한정수,박종준,심인보,황인성,이란희,김택수,이후경,박병렬,박병렬,이소진,최영은,김지형,김우현,박성웅,김병옥,정은표,지대한,박은혜,이종윤","아이비젼엔터테인먼트(주)",209,42208,17.7033492822967
"해부학 교실",3627352500,574302,232,16774,"2007-07-11","영화사청어람(주)","15세이상관람가","공포(호러),스릴러","손태웅","한지민,홍희자,오태경,온주완,성창연,박정현,우지현,유선진,전호성,정수현,양석원,예학영,서영화,조민기,김경룡","영화사청어람(주),(주)에그필름",220,28124,5.45454545454545
"해빙",9905406822,1204600,915,46227,"2017-03-01","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","스릴러","이수연","조진웅,신구,김대명,송영창,이청아,윤세아,박희정,서수민,이강재,이재은,정아미,정진우","위더스필름(주),(주)영화사불",828,386128,10.5072463768116
"해어화",3768200759,485695,572,32322,"2016-04-13","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,드라마","박흥식","한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,이규정,이민준,이서연,이성우,이은주,최혁준,오하늬,김고은,금새록,김영민,백현진,이다영,신유람,고유,천영암","더램프(주)",557,74087,2.69299820466786
