"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사"
"대립군",6276963402,837500,809,29085,2017-05-31,"이십세기폭스코리아(주)","15세이상관람가","드라마,사극","정윤철","이정재,여진구,김무열,이솜,박원상,배수빈,김명곤,박해준,이한성,박정환,박지환,손승훈,손영진,정연수,지경현,유명환,윤성민,이가경,이경수,이경재,이상현,이승훈,이주영,박호산,김원진,김재록,우기홍,강도연,최병모,박상훈,김시우,진수현,박지훈,이승철","리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,(주)블러썸픽쳐스"
"대배우",1246200228,169984,474,16517,2016-03-30,"(주)대명문화공장,(주)리틀빅픽쳐스","12세이상관람가","코미디","석민우","오달수,구용완,윤제문,이경영,진경,강신일,유지태,김명민,김새론,이준익,최병모,최희진,권용덕,박지환,임태훈,임호,정성호,신동필,이영미,한대룡,김문학,김윤주,박호산,고준,강민,엄채영,고우림,김수진,정승길,장원형,임호","주식회사 영화사다"
"대장 김창수",2879121115,381483,748,21745,2017-10-19,"(주)키다리이엔티,주식회사 키위컴퍼니","12세이상관람가","드라마","이원태","조진웅,송승헌,정만식,정진영,신정근,유승목,정규수,이서원,곽동연,박소담,박재영,박정숙,박지훈,서주연,최서윤,이신우,이원태,이정철,이정현,홍재식,황정용,염혜란,오안진,한성천,이정현,전배수,배진웅,김시우,김재영,황재필,차영우,전정일","(주)비에이엔터테인먼트,(주)무비스퀘어"
"대한민국 1%",2244690500,440372,286,20352,2010-05-05,"롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마,액션","조명남","손병호,임원희,이아이,손종우,김형범,최제헌,이신성,최진영,한대희,문성진,고용석,장규순,전지운,윤의석,박순홍,이기원,김우영,임채무,동현배,김수현,박충선,현원,김수현,윤충,이동진","㈜기억속의매미"
"대한이, 민국씨",1188129500,208695,173,9615,2008-02-14,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","최진원","최성국,송요셉,공형진,최정원,윤제문,탁트인,김홍엽,최현미,나유나,남대한,박태준,백송이,진명연,김관후,최기훈,유민희,오원식,정지희,김창성,박진우,이한위,최욱,김중기,최정인,김기천,주부진,박영서","(주)퍼니필름"
"대호",13489904632,1762742,892,44821,2015-12-16,"(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","사극","박훈정","최민식,정만식,김상호,성유빈,오스기 렌,정석원,김홍파,라미란,이나라,현승민,우정국,박인수,김진혁,양준호,양호성,윤성민,이상민,장한별,주창욱,남연우,유재명,박지환,손성찬,설창희,곽진석,김서원,정태야","(주)사나이픽처스"
"댄서의 순정",11674131000,1856759,240,36482,2005-04-28,"쇼이스트(주)","12세관람가","드라마","박영훈","박건형,김은경,문근영,김지영,임진승,최진석,박현규,김병일,류지원,이혜정,김인희,이정희,이대연,우기홍,정인기","(주)컬처캡미디어"
"댄싱퀸",30130775500,4058225,544,80988,2012-01-18,"(주)씨제이이엔엠","12세이상관람가","코미디,드라마","이석훈","황정민,엄정화,정성화,오나라,박정민,박사랑,임호걸,정원영,이정건,안은정,라미란,송원석,이대연,이한위,최우리,천보근,권병길,조달환,서동원,정아미,어성욱","(주)제이케이필름,(주)씨제이이엔엠"
"더 게임",9807963501,1479859,338,31877,2008-01-30,"(주)프라임엔터테인먼트","15세이상관람가","스릴러","윤인호","변희봉,손현주,신하균,이혜영,김혁,노승범,박유리,김효배,박유리,차승환,김석현,유영권,이용철,신정근,이은성,최욱,한재영","(주)프라임엔터테인먼트"
"더 웹툰: 예고살인",8537683070,1201457,541,35931,2013-06-27,"(주)씨제이이엔엠","15세이상관람가","공포(호러),스릴러","김용균","이시영,엄기준,정현태,문가영,권해효,김도영,현우","(주)필마픽쳐스 ,(주)라인필름,(주)씨제이이엔엠"
"더 킥",351561500,51024,153,4506,2011-11-03,"(주)쇼박스","12세이상관람가","액션","프라챠 핀카엡,이종석","예지원,나태주,조재현","방콕 필름 스튜디오,(유)더킥컴퍼니"
"더 킹",43492302535,5317959,1310,107985,2017-01-18,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,드라마","한재림","조인성,정우성,배성우,김아중,류준열,김의성,김민재,정성모,정은채,김소진,황승언,이주연,정준용,박시영,임승묵,박정민,박지홍,박진영,장승연,손영진,안용우,유현종,이나경,이석호,한미진,이승민,이윤희,김원진,김규선,남명렬,이가경,차지원,차엽,오대환,이세랑,정원중,곽순우,금새록,김해나,정인기,박성근,윤부진,조대희,임용순,이열음,염석무,박기만,이병철","(주)매그넘나인"
"더 테러 라이브",39869706381,5584139,809,93488,2013-07-31,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,기타","김병우","하정우,이경영,전혜진,이다윗,이재관,이춘연,장성환,전려경,박수화,김홍파,김대명,최진호,김소진,강진아,최대훈,강신철,한성천,손성찬,최정현","(주)씨네이천"
"더 파이브",5343797000,731212,501,27308,2013-11-14,"(주)씨제이이엔엠","청소년관람불가","스릴러,드라마","정연식","김선아,마동석,신정근,정인기,이청아,박효주,온주완,유종성,이안나,이지성,이현우,전혜림,박상운,박성근,김현수,주영호,차종호,오만석,김근영,김경재,오민애,손성찬,홍우진","(주)시네마서비스"
"더 폰",12309164568,1593694,794,53599,2015-10-22,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","스릴러,액션","김봉주","손현주,엄지원,배성우,김성종,권지훈,조용관,정한빈,정진근,장한별,임태훈,이확광,이병권,김경애,김광섭,이광기,김영민,김용환,김소영,김주희,김태환,김한준,서병철,백동현,이철민,노정의,장인섭,조달환,황석정,이정민,이수인,김기천,권혁범","(주)미스터로맨스"
"덕구",2392473700,316241,544,19016,2018-04-05,"메가박스중앙(주)플러스엠","전체관람가","드라마","방수인","이순재,정지훈,장광,성병숙,차순배,박지윤,윤송아,이현,이도현,김현우,박민정,박윤호,정재훈,김보연,김수민,전소현,정기섭,류성현","(주)영화사두둥,(주)곰픽쳐스"
"덕수리 5형제",1590807200,210777,346,10719,2014-12-04,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,스릴러","전형준","윤상현,송새벽,이아이,황찬성,이광수,김기석,김민경,김주연,레이,박승명,이승원,이지연,정지연,최윤정,닉쿤,김지민,이상수,김광규,박충선,이정은","㈜기억속의매미"
"덕혜옹주",44395967609,5599665,964,97323,2016-08-03,"롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","사극,드라마","허진호","손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규,김기정,차지원,고수,금새록,김승훈,김기천,곽자형,김나연,신정섭,김용호","(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스"
"데이지",5754065300,911420,299,23767,2006-03-09,"(주)쇼박스","15세관람가","멜로/로맨스","유위강","전지현,정우성,이성재,유순철","(주)아이필름홀딩스,베이직픽쳐스"
"데자뷰",360833100,48279,536,8117,2018-05-30,"(주)키다리이엔티","15세이상관람가","미스터리,스릴러","고경민","남규리,이천희,이규한,정경호,동현배,김재범,조한선,서정욱,서지원,이주원,이태영,김지호,김지호,김찬수,박종수,박종찬,정용철,정우일,김민혁,최준호,홍지원,김송이,김수영,이종혁,이새윤","(주)스톰픽쳐스코리아,(주)원픽쳐스"
"도가니",35566892800,4662829,756,88339,2011-09-22,"(주)씨제이이엔엠","청소년관람불가","드라마","황동혁","정유미,공유,허재호,송은정,임현성,최진호,박진우,이금용,배정민,김봉화,최보람,박사현,전영미,박선희,최영수,이순남,박승원,오하나,이예나,이차주,김현수,장소연,장광,전국환,엄효섭,남명렬,이장유,박혜진,김민상","(주)삼거리픽쳐스,(주)판타지오"
"도둑들",93665568500,12983330,1091,155393,2012-07-25,"(주)쇼박스","15세이상관람가","액션,범죄","최동훈","김윤석,김혜수,이정재,전지현,임달화,김해숙,오달수,김수현,이심결,증국상,서영주,장동,장현문,정윤헌,조상원,한규석,홍원기,김영민,최덕문,최진호,장준녕,예수정,김영웅,이은채,손병욱,이동진","(주)케이퍼필름"
"도레미파솔라시도",1185999000,197672,168,11855,2008-04-03,"(주)시네마서비스","12세이상관람가","드라마","강건향","장근석,정의철,차예련,임주환,김혜옥,박민지,박은규,이은,한태윤,박주상,이두훈,김광석,박래정,이효춘,오윤영,이근희,박혁민","(주)홍상자엔터테인먼트"
"도리화가",2246950339,317505,563,19168,2015-11-25,"(주)씨제이이엔엠","12세이상관람가","사극,드라마","이종필","류승룡,배수지,송새벽,김남길,이동휘,안재홍,조정숙,황태양,김은지,김은지,김정곤,박선,박솔지,박윤호,이광호,이상우,이유나,이윤정,이준,이지은,이혜진,진선규,박호산,김소진,신창주,김태훈,권범택,권유진","(주)영화사 담담,(주)어바웃잇"
"도마뱀",2307824200,364848,253,13919,2006-04-27,"(주)시네마서비스","12세관람가","멜로/로맨스,드라마","강지은","강혜정,조승우,장민,이진영,조현철,진경,강신일,한수빈,김병주,고태호,오병진,이형철,우현,이재용,남정희,박신혜","(주)영화사아침"
"도어락",12803157486,1561258,954,53836,2018-12-05,"메가박스중앙(주)플러스엠","15세이상관람가","스릴러,드라마","이권","공효진,김예원,김성오,조복래,이가섭,이천희,김동규,김보경,김유정,김지한,김지현,백민준,이승창,장효석,한지은,배유리,배명진,차엽,윤종석,이장유,이홍내,손영희,정종우,박초연,최만성","(주)영화사피어나"
"독전",43486831113,5063844,1532,140008,2018-05-22,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,액션","이해영","조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연,정가람,김동영,금새록,정준원,서문호,이육헌,윤재인,정종우,추연규","(주)용필름,보야저필름"
"독전: 익스텐디드 컷",845770600,137871,398,5656,2018-07-18,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,액션","이해영","조진웅,류준열,김주혁,김성령,박해준,차승원","(주)용필름"
"돈",28870244062,3389125,1431,120809,2019-03-20,"(주)쇼박스","15세이상관람가","범죄","박누리","류준열,유지태,조우진,원진아,박명신,이화룡,오희준,정기섭,차래형,김강현,유재명,이서환,정만식,임세미,한주완,서명찬,이무생,홍인,임천석,우지이,강우신,홍석찬,임교은,박용복,백명재,백정우,추판호,배재완,추국현,주제희,김일석,안문주,선인호,황혜진,현명석,노현욱,구혜연,권욱락,환현규,서아라,강이나,천세라,최별하,최예록,박아정,현정애,김운송,허철영,구효길,백승인,주동희,이태검,강덕중,남문철,동윤석,동현배,고해성,박상훈,곽진석,구본진,박성용,맹나현,박성현,박세정,권지훈,권혁성,서정우,김기정,선율우,박준혁,성승주,박준호,김대현,손영민,손우진,손종학,송승현,신재민,변진수,김민아,김민재,안현빈,유지수,오경민,오대환,육효명,김상욱,신나리,김세정,윤선혜,윤용석,윤용석,윤육,이정철,고재경,장영주,김재영,허지나,최영우,이지연,장훈,김혜련,김혜준,이지혜,황병국,이수련,조우진,김종수,이육헌,최현종,황정민,최정현,김시우,조정원,정도원,이가경,강동균,정민규,주보라,김지나,김지성,진선규,이도국,김진옥,최희진,이연우,김하영,김성강,정세아,김태한,김왕도,이민정,김윤영,김윤오,김찬이,이원찬,이현일,이유진,명재환,이윤경,이은석,정수용,김태빈,이이슬,박광진,김철민,윤채연,김진호,박소리,안지은,안태준,이호근,박현욱,최현종,전희련,오승훈,장규미,김현우,한성호,한수용,곽진석,장규미,노상현","(주)사나이픽처스,(주)영화사 월광"
"돈 크라이 마미",6808882099,975462,444,29553,2012-11-22,"(주)에스비에스콘텐츠허브","15세이상관람가","스릴러,드라마","김용한","유선,남보라,유오성,동호,권현상,이해신,전진희,양세희,신동미,길해연,이창훈,곽자형","(주)씨네마골뱅이"
"돈 텔 파파",3481025000,558745,81,10664,2004-09-03,"CJ ENM","15세관람가","코미디","이상훈","정웅인,유승호,채민서,이유진,천지윤,윤정,최우정,임호,이종수","기획시대(주)"
