"영화명","누적관객수","매출액점유율","누적매출액","스크린수","매출액","관객수","상영횟수","개봉일","제작사","배급사","등급","장르","감독","배우"
"빅매치",1177438,0.5,8952096578,627,8952096578,1177438,38529,"2014-11-27","(주)보경사","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션","최호","이정재"
"정사: 위험한 성적유희",405,0,1754000,4,1754000,405,15,"2014-11-27","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환","백인권"
"덕수리 5형제",210777,0.1,1590807200,346,1590807200,210777,10719,"2014-12-04","㈜기억속의매미","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","전형준","윤상현"
"GROW: 인피니트의 리얼 청춘 라이프",23926,0,189774200,71,189774200,23926,828,"2014-12-04","(주)울림엔터테인먼트","골든타이드픽처스(주)","전체관람가","드라마","김진수","김성규"
"호두까기 인형",372,0,1488000,1,1488000,372,6,"2014-12-07","(주)패뷸러스","(주)패뷸러스","전체관람가","공연","정성복",""
"스피릿 오브 베토벤",291,0,1164000,1,1164000,291,6,"2014-12-10","(주)한경아르떼","(주)한경아르떼","전체관람가","공연","남평희",""
"한민족 그리고 조선족",71,0,568000,1,568000,71,1,"2014-12-10","한국YWCA연합회","크리에이티브컴즈(주)","전체관람가","다큐멘터리","전화성","유은조"
"뽕2014",1161,0,2858000,5,2858000,1161,9,"2014-12-11","밀크픽처스","밀크픽처스","청소년관람불가","드라마","공자관","김연수"
"신화 라이브 3D 더 레전드 컨티뉴스",9817,0,114524000,29,114524000,9817,336,"2014-12-11","KBS 미디어","골든타이드픽처스(주)","전체관람가","공연","손석","문정혁"
"국제시장",14263578,6.8,110942451730,1044,110937978730,14262661,212676,"2014-12-17","(주)제이케이필름","(주)씨제이이엔엠","12세이상관람가","드라마","윤제균","황정민"
"앙상블",900,0,6939500,1,6939500,900,49,"2014-12-18","길스토리","길스토리","전체관람가","드라마","이종필","권혁주"
"기술자들",2564340,1.2,19894297783,641,19894297783,2564340,43224,"2014-12-24","(주)트리니티엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄","김홍선","김우빈"
"상의원",790370,0.4,6204129964,466,6204129964,790370,17124,"2014-12-24","(주)영화사비단길","(주)쇼박스","15세이상관람가","사극","이원석","홍수민"
"명기",247,0,690000,5,690000,247,12,"2014-12-30","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강현","김민영"
"이불",92,0,736000,1,736000,92,1,"2014-12-30","(주)대양미디어","(주)대양미디어","청소년관람불가","코미디","김한준","정인슬"
"두 번째 엄마",239,0,1010000,3,1010000,239,13,"2014-12-31","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환","윤설희"
"외계인들",54,0,270000,1,270000,54,1,"2014-12-31","한손필름","(주)엘케이픽쳐스","15세이상관람가","코미디","김한규","김한규"
"워킹걸",151584,0.1,1202031479,308,1202031479,151584,7087,"2015-01-07","(주)홍필름","메가박스중앙(주)플러스엠","청소년관람불가","코미디","정범식","조여정"
"오늘의 연애",1891993,0.9,14924654487,709,14924654487,1891993,47237,"2015-01-14","(주)팝콘에프앤엠","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스","박진표","이승기"
"허삼관",956103,0.5,7410215569,621,7410215569,956103,27661,"2015-01-14","(주)두타연","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","하정우","하정우"
"가자! 장미여관으로 3 - 방황 무삭제 감독판",4,0,28000,2,28000,4,2,"2015-01-15","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","김봉은","서연주"
"꽃보다 처녀귀신",1567,0,7909000,5,7909000,1567,42,"2015-01-15","고구마콘텐츠허브(주)","고구마콘텐츠허브(주)","청소년관람불가","기타","최영민","안재민"
"강남 1970",2192276,1.1,17718699499,841,17718699499,2192276,53304,"2015-01-21","(주)모베라픽처스","(주)쇼박스","청소년관람불가","액션","유하","이민호"
"내 심장을 쏴라",387409,0.2,2856859132,452,2856859132,387409,20042,"2015-01-28","(주)주피터필름","(주)리틀빅픽쳐스","15세이상관람가","드라마","문제용","이민기"
"어우동: 주인 없는 꽃",13233,0,68678000,19,68678000,13233,396,"2015-01-29","(유)조이앤컨텐츠그룹","(주)드림팩트엔터테인먼트","청소년관람불가","멜로/로맨스","이수성","백도빈"
"정사: 위험한 성적 유희 무삭제판",4,0,28000,2,28000,4,2,"2015-01-29","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환","백인권"
"비밀: 아내의 남자",54,0,270000,1,270000,54,1,"2015-02-04","굿픽처스","(주)나우콘텐츠","청소년관람불가","드라마","이상화","장하람"
"쎄시봉",1715370,0.8,13571515911,829,13571515911,1715370,51744,"2015-02-05","유한회사 제이필름","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스","김현석","김윤석"
"최강전사 미니특공대 : 새로운 악당의 습격",155503,0.1,1172297200,318,1172297200,155503,4645,"2015-02-05","(주)삼지애니메이션","에이원엔터테인먼트","전체관람가","애니메이션","이영준","엄상현"
"조선명탐정 : 사라진 놉의 딸",3872015,1.9,30456879428,825,30456879428,3872015,80499,"2015-02-11","청년필름(주)","(주)쇼박스","12세이상관람가","사극","김석윤","김명민"
"나는 야한 여자가 좋다 2 무삭제감독판",2,0,14000,1,14000,2,1,"2015-02-12","드림로드","(주)케이알씨지","청소년관람불가","멜로/로맨스","김봉은","배건식"
"미조-못다한이야기(감독판)",10,0,70000,1,70000,10,1,"2015-02-12","진이엔터테인먼트","주식회사 마운틴픽쳐스","청소년관람불가","드라마","남기웅","윤동환"
"하숙집",630,0,3305000,20,3305000,630,31,"2015-02-25","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","경석호","권기하"
"나는 야한 여자가 좋다 무삭제감독판",2,0,14000,1,14000,2,1,"2015-02-26","드림로드","(주)케이알씨지","청소년관람불가","멜로/로맨스","신정균","김태한"
"친절한 가정부",166,0,1004000,4,1004000,166,5,"2015-02-26","(주)블루아이엔터테인먼트","(주)박수엔터테인먼트","청소년관람불가","코미디","노진수","홍서백"
"순수의 시대",470308,0.2,3743046828,546,3743046828,470308,23630,"2015-03-05","(주)화인웍스","(주)씨제이이엔엠","청소년관람불가","사극","안상훈","신하균"
"헬머니",523871,0.3,4122996972,422,4122996972,523871,24870,"2015-03-05","(주)전망좋은 영화사","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","코미디","신한솔","김수미"
"울언니: 성상납의 비밀 무삭제판",2,0,14000,1,14000,2,1,"2015-03-11","(주)제이록스 필름","(주)팝엔터테인먼트","청소년관람불가","스릴러","이제락","오광록"
"두 번째 엄마 무삭제판",4,0,28000,1,28000,4,2,"2015-03-12","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환","윤설희"
"베드(감독판)",54,0,270000,1,270000,54,1,"2015-03-12","씨네힐","주식회사 마운틴픽쳐스","청소년관람불가","멜로/로맨스","박철수","장혁진"
"살인의뢰",855980,0.4,6986456737,646,6986456737,855980,35244,"2015-03-12","(주)미인픽쳐스","씨네그루(주)다우기술","청소년관람불가","범죄","손용호","김상경"
"스물",3044859,1.4,23563705686,926,23563705686,3044859,100167,"2015-03-25","(주)영화나무","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디","이병헌","김우빈"
"착한 여자",708,0,2959000,20,2959000,708,26,"2015-03-25","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","경석호","김정연"
"나는 야한 여자가 좋다 3",1031,0,6289000,20,6289000,1031,28,"2015-03-26","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","김미연","강필선"
"맛있는 택배",6276,0,31122000,50,31122000,6276,130,"2015-04-02","(주)로드하우스","노바엔터테인먼트","청소년관람불가","멜로/로맨스","기대호","송기준"
"공사중",1,0,9000,1,9000,1,1,"2015-04-08","(주)마부엔터테인먼트","고구마콘텐츠허브(주)","청소년관람불가","멜로/로맨스","강명진","성은"
"장수상회",1166789,0.5,8742817143,688,8742817143,1166789,52942,"2015-04-09","(주)빅픽쳐","(주)씨제이이엔엠","12세이상관람가","멜로/로맨스","강제규","박해빛"
"검은손",11650,0,89815665,178,89815665,11650,2572,"2015-04-16","골든타이드픽처스(주)","(주)스톰픽쳐스코리아","청소년관람불가","공포(호러)","박재식","김성수"
"다이빙벨: 진실은 침몰하지 않습니다",313,0,2252000,4,2252000,313,63,"2015-04-16","아시아프레스","(주)시네마달","15세이상관람가","다큐멘터리","이상호",""
"뽕2014(무삭제)",1,0,8000,1,8000,1,1,"2015-04-23","밀크픽처스","밀크픽처스","청소년관람불가","멜로/로맨스","공자관","김연수"
"약장수",44216,0,314552400,282,314552400,44216,4313,"2015-04-23","(주)26컴퍼니","(주)대명문화공장","15세이상관람가","드라마","조치언","김인권"
"위험한 상견례 2",472693,0.2,3575384754,429,3575384754,472693,18409,"2015-04-29","(주)전망좋은 영화사","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","멜로/로맨스","김진영","진세연"
"차이나타운",1472147,0.7,11990707878,551,11990707878,1472147,45149,"2015-04-29","폴룩스픽쳐스(주)","CGV아트하우스","청소년관람불가","범죄","한준희","김혜수"
"다이노 타임",285084,0.1,2109592900,430,2109592900,285084,6743,"2015-04-30","주식회사 토이온","(주)씨제이이엔엠","전체관람가","애니메이션","최윤석","멜라니"
"터치 바이 터치",40,0,2e+05,1,2e+05,40,1,"2015-04-30","(주)인피니티엔터테인먼트","나이스플레이(주)","청소년관람불가","멜로/로맨스","김호준","하나경"
"명기(무삭제)",1,0,8000,1,8000,1,1,"2015-05-07","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강현","김민영"
"연애의 맛",214539,0.1,1725990153,398,1725990153,214539,12474,"2015-05-07","(주)청우필름","(주)와우픽쳐스","청소년관람불가","멜로/로맨스","김아론","오지호"
"젊은엄마 : 내 나이가 어때서",916,0,4515000,20,4515000,916,20,"2015-05-07","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","드라마","김일종","명계남"
"악의 연대기",2192525,1.1,17361815332,776,17361815332,2192525,64351,"2015-05-14","(주)비에이엔터테인먼트","(주)씨제이이엔엠","15세이상관람가","스릴러","백운학","손현주"
"간신",1110274,0.5,8947046910,697,8947046910,1110274,40591,"2015-05-21","(주)수필름","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","사극","민규동","이채민"
"사랑에도 저작권이 있나요?",1,0,8000,1,8000,1,1,"2015-05-21","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","코미디","최경진","최재환"
"무뢰한",415510,0.2,3270592431,482,3270592431,415510,23675,"2015-05-27","(주)사나이픽처스","CGV아트하우스","청소년관람불가","멜로/로맨스","오승욱","김남길"
"전망 좋은 집 2",605,0,3032000,20,3032000,605,26,"2015-05-27","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","경석호","정시현"
"7공주 대리운전",894,0,4308000,20,4308000,894,26,"2015-05-28","(주)유림엔터테인먼트","(주)나우콘텐츠","청소년관람불가","코미디","이재훈","곽진영"
"은밀한 유혹",145697,0.1,1138083247,394,1138083247,145697,14974,"2015-06-04","(주)영화사비단길","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스","윤재구","임수정"
"경성학교: 사라진 소녀들",356436,0.2,2749755100,489,2749755100,356436,18522,"2015-06-18","청년필름(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","미스터리","이해영","박보영"
"극비수사",2860786,1.4,22389535897,894,22389535897,2860786,66211,"2015-06-18","(주)제이콘컴퍼니","(주)쇼박스","15세이상관람가","드라마","곽경택","김윤석"
"소수의견",383582,0.2,2892681205,398,2892681205,383582,16273,"2015-06-24","(주)하리마오픽쳐스","(주)시네마서비스","15세이상관람가","드라마","김성제","윤계상"
"어우동: 주인 없는 꽃 무삭제판",7,0,17000,1,17000,7,7,"2015-06-24","(유)조이앤컨텐츠그룹","(주)드림팩트엔터테인먼트","청소년관람불가","멜로/로맨스","이수성","백도빈"
"연평해전",6044956,2.8,45567290830,1013,45567290830,6044956,114487,"2015-06-24","(주)로제타시네마","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","김학순","김무열"
"나의 절친 악당들",133553,0.1,1054470664,384,1054470664,133553,9830,"2015-06-25","휠므빠말주식회사","이십세기폭스코리아(주)","청소년관람불가","범죄","임상수","류승범"
"미궁: 비밀애 무삭제 특별판",1,0,5000,1,5000,1,1,"2015-07-02","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","조조 히데오","김민기"
"남편만 몰라요",601,0,2995000,20,2995000,601,20,"2015-07-07","(주)큰손엔터테인먼트","(주)더그레이트컴퍼니","청소년관람불가","멜로/로맨스","고광현","최선미"
"나는 야한 여자가 좋다 3 무삭제감독판",1,0,5000,1,5000,1,1,"2015-07-09","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","김미연","강필선"
"손님",828025,0.4,6385937880,634,6385937880,828025,23404,"2015-07-09","(주)유비유필름","(주)씨제이이엔엠","15세이상관람가","판타지","김광태","류승룡"
"태양을 쏴라 무삭제판",1,0,5000,1,5000,1,1,"2015-07-09","필름라인","(유)조이앤시네마","청소년관람불가","멜로/로맨스","김태식","강지환"
"착한여자 (무삭제)",10,0,50000,1,50000,10,1,"2015-07-14","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","경석호","김정연"
"쓰리 썸머 나잇",77621,0,616132846,297,616132846,77621,5391,"2015-07-15","더램프(주)","(주)리틀빅픽쳐스","청소년관람불가","코미디","김상진","김동욱"
"폴라로이드",12457,0,82417500,27,82417500,12457,169,"2015-07-16","(주)아우라씨엔씨","와이드 릴리즈(주)","전체관람가","드라마","주호성","양범"
